direction	opcode	value	owner_doc	cpp_ref	parser_serializer	handler	status	processing	test_gate	notes
CMSG	CMSG_BATTLEFIELD_LEAVE	0x3175	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattleGroundHandler.cpp:446	WorldPackets::Battleground empty parser in wow-packet/misc.rs by #NEXT.R8.ENTITIES.872	crates/wow-world/src/handlers/misc.rs:handle_battlefield_leave	LoggedIn	PROCESS_THREADUNSAFE	#NEXT.R8.ENTITIES.872	represented-partial_battlefield_leave_runtime_gap
CMSG	CMSG_BATTLEFIELD_LIST	0x3181	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattleGroundHandler.cpp:272	parser required in wow-packet/wow-world	missing dispatch/handler for HandleBattlefieldListOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_BATTLEFIELD_PORT	0x3525	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattleGroundHandler.cpp:284	parser required in wow-packet/wow-world	missing dispatch/handler for HandleBattleFieldPortOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_BATTLEMASTER_HELLO	0x32B1	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattleGroundHandler.cpp:44	parser required in wow-packet/wow-world	missing dispatch/handler for HandleBattlemasterHelloOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_BATTLEMASTER_JOIN	0x3520	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattleGroundHandler.cpp:67	parser required in wow-packet/wow-world	missing dispatch/handler for HandleBattlemasterJoinOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_BATTLEMASTER_JOIN_ARENA	0x3521	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattleGroundHandler.cpp:517	parser required in wow-packet/wow-world	missing dispatch/handler for HandleBattlemasterJoinArena	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_BATTLEMASTER_JOIN_BRAWL	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_BATTLEMASTER_JOIN_RATED_SOLO_SHUFFLE	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_BATTLEMASTER_JOIN_SKIRMISH	0x3522	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattleGroundHandler.cpp:1201	parser required in wow-packet/wow-world	missing dispatch/handler for HandleBattlemasterJoinSkirmish	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_BATTLENET_CHALLENGE_RESPONSE	0x36DB	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	null payload represented by WorldPacket	crates/wow-world/src/handlers/misc.rs:handle_unhandled_client_null_like_cpp	Authed	PROCESS_THREADUNSAFE	#NEXT.R8.ENTITIES.859	cpp_unhandled_null
CMSG	CMSG_BATTLENET_REQUEST	0x36FD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattlenetHandler.cpp:35	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/battlenet.rs:handle_battlenet_request	Authed	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	-
CMSG	CMSG_BATTLE_PAY_ACK_FAILED_RESPONSE	0x36D5	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_BATTLE_PAY_CANCEL_OPEN_CHECKOUT	0x371B	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_BATTLE_PAY_CONFIRM_PURCHASE_RESPONSE	0x36D4	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_BATTLE_PAY_DISTRIBUTION_ASSIGN_TO_TARGET	0x36CB	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_BATTLE_PAY_DISTRIBUTION_ASSIGN_VAS	0x3742	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_BATTLE_PAY_GET_PRODUCT_LIST	0x36C4	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/MiscHandler.cpp:1389	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/character.rs:handle_battle_pay_stub	Authed	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	-
CMSG	CMSG_BATTLE_PAY_GET_PURCHASE_LIST	0x36C5	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/character.rs:handle_battle_pay_stub	Authed	PROCESS_THREADUNSAFE	#SERVER.TEST.003	cpp_unhandled_null,cpp_unhandled_registered_in_rust
CMSG	CMSG_BATTLE_PAY_OPEN_CHECKOUT	0x3714	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_BATTLE_PAY_REQUEST_PRICE_INFO	0x3710	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_BATTLE_PAY_START_PURCHASE	0x36D3	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_BATTLE_PAY_START_VAS_PURCHASE	0x36FA	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_BATTLE_PET_CLEAR_FANFARE	0x3126	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattlePetHandler.cpp:113	parser required in wow-packet/wow-world	missing dispatch/handler for HandleBattlePetClearFanfare	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_BATTLE_PET_DELETE_PET	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattlePetHandler.cpp:91	missing opcode constant	missing dispatch/handler for HandleBattlePetDeletePet	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_BATTLE_PET_DELETE_PET_CHEAT	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_BATTLE_PET_MODIFY_NAME	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattlePetHandler.cpp:45	missing opcode constant	missing dispatch/handler for HandleBattlePetModifyName	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_BATTLE_PET_REQUEST_JOURNAL	0x3625	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattlePetHandler.cpp:25	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/misc.rs:handle_battle_pet_request_journal	LoggedIn	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	-
CMSG	CMSG_BATTLE_PET_REQUEST_JOURNAL_LOCK	0x3624	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattlePetHandler.cpp:30	parser required in wow-packet/wow-world	missing dispatch/handler for HandleBattlePetRequestJournalLock	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_BATTLE_PET_SET_BATTLE_SLOT	0x362E	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattlePetHandler.cpp:38	parser required in wow-packet/wow-world	missing dispatch/handler for HandleBattlePetSetBattleSlot	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_BATTLE_PET_SET_FLAGS	0x3631	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattlePetHandler.cpp:96	parser required in wow-packet/wow-world	missing dispatch/handler for HandleBattlePetSetFlags	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_BATTLE_PET_SUMMON	0x362A	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattlePetHandler.cpp:123	parser required in wow-packet/wow-world	missing dispatch/handler for HandleBattlePetSummon	-	PROCESS_INPLACE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_BATTLE_PET_UPDATE_DISPLAY_NOTIFY	0x31E0	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_BATTLE_PET_UPDATE_NOTIFY	0x31DF	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattlePetHandler.cpp:131	parser required in wow-packet/wow-world	missing dispatch/handler for HandleBattlePetUpdateNotify	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_BEGIN_TRADE	0x3157	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/TradeHandler.cpp:553	WorldPackets::Trade::BeginTrade empty parser in wow-packet/misc.rs by #NEXT.R8.ENTITIES.889	crates/wow-world/src/handlers/misc.rs:handle_begin_trade	LoggedIn	PROCESS_THREADUNSAFE	#NEXT.R8.ENTITIES.889	represented-complete_bounded_begin_trade_initiated_status
CMSG	CMSG_BINDER_ACTIVATE	0x34B2	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/NPCHandler.cpp:373	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/character.rs:handle_binder_activate	LoggedIn	PROCESS_INPLACE	#HANDLERS.TEST.003	-
CMSG	CMSG_BLACK_MARKET_BID_ON_ITEM	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BlackMarketHandler.cpp:69	missing opcode constant	missing dispatch/handler for HandleBlackMarketBidOnItem	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_BLACK_MARKET_OPEN	0x352B	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BlackMarketHandler.cpp:27	parser required in wow-packet/wow-world	missing dispatch/handler for HandleBlackMarketOpen	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_BLACK_MARKET_REQUEST_ITEMS	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BlackMarketHandler.cpp:52	missing opcode constant	missing dispatch/handler for HandleBlackMarketRequestItems	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_BONUS_ROLL	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_BUG_REPORT	0x3687	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/TicketHandler.cpp:88	crates/wow-packet/src/packets/misc.rs:BugReport	crates/wow-world/src/handlers/misc.rs:handle_bug_report	LoggedIn	PROCESS_THREADUNSAFE	#NEXT.R8.ENTITIES.831	represented-partial_support_mgr_gap
CMSG	CMSG_BUSY_TRADE	0x3158	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/TradeHandler.cpp:49	WorldPackets::Trade empty parser in wow-packet/misc.rs by #NEXT.R8.ENTITIES.875	crates/wow-world/src/handlers/misc.rs:handle_busy_trade	LoggedIn	PROCESS_THREADUNSAFE	#NEXT.R8.ENTITIES.875	represented-partial_busy_trade_runtime_gap
CMSG	CMSG_BUY_BACK_ITEM	0x34A4	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/ItemHandler.cpp:487	crates/wow-packet/src/packets/misc.rs:BuyBackItem	crates/wow-world/src/handlers/character.rs:handle_buy_back_item	LoggedIn	PROCESS_INPLACE	#HANDLERS.TEST.003	-
CMSG	CMSG_BUY_BANK_SLOT	0x34B4	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BankHandler.cpp:122	BuyBankSlot parser in crates/wow-packet/src/packets/misc.rs by #NEXT.R8.ENTITIES.921	crates/wow-world/src/handlers/character.rs:handle_buy_bank_slot	LoggedIn	PROCESS_INPLACE	#HANDLERS.TEST.003	#NEXT.R8.ENTITIES.921 represented-partial_bank_slot_purchase_runtime_seam
CMSG	CMSG_BUY_ITEM	0x34A3	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/ItemHandler.cpp:530	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/character.rs:handle_buy_item	LoggedIn	PROCESS_INPLACE	#HANDLERS.TEST.003	-
CMSG	CMSG_BUY_REAGENT_BANK	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BankHandler.cpp:152	missing opcode constant	missing dispatch/handler for HandleBuyReagentBankOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_CAGE_BATTLE_PET	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/BattlePetHandler.cpp:118	missing opcode constant	missing dispatch/handler for HandleCageBattlePet	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_CALENDAR_ADD_EVENT	0x367F	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:114	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCalendarAddEvent	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_CALENDAR_COMMUNITY_INVITE	0x3673	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:108	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCalendarCommunityInvite	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_CALENDAR_COMPLAIN	0x367B	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:513	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCalendarComplain	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_CALENDAR_COPY_EVENT	0x367A	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:228	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCalendarCopyEvent	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_CALENDAR_EVENT_SIGN_UP	0x367D	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:393	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCalendarEventSignup	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_CALENDAR_GET	0x3671	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:53	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/misc.rs:handle_calendar_get	LoggedIn	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	-
CMSG	CMSG_CALENDAR_GET_EVENT	0x3672	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:100	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCalendarGetEvent	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_CALENDAR_GET_NUM_PENDING	0x367C	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:522	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/misc.rs:handle_calendar_get_num_pending	LoggedIn	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	-
CMSG	CMSG_CALENDAR_INVITE	0x3674	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:306	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCalendarInvite	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_CALENDAR_MODERATOR_STATUS	0x3678	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:490	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCalendarModeratorStatus	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_CALENDAR_REMOVE_EVENT	0x3679	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:222	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCalendarRemoveEvent	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_CALENDAR_REMOVE_INVITE	0x3675	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:445	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCalendarEventRemoveInvite	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_CALENDAR_RSVP	0x3676	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:416	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCalendarRsvp	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_CALENDAR_STATUS	0x3677	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:466	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCalendarStatus	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_CALENDAR_UPDATE_EVENT	0x3680	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CalendarHandler.cpp:196	parser required in wow-packet/wow-world	missing dispatch/handler for HandleCalendarUpdateEvent	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_CANCEL_AURA	0x31AF	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/SpellHandler.cpp:272	parser present in wow-packet; represented parser/dispatch by #NEXT.R8.ENTITIES.825	crates/wow-world/src/handlers/spell.rs:handle_cancel_aura	LoggedIn	PROCESS_INPLACE	#HANDLERS.TEST.003	represented-partial_aura_runtime_open
CMSG	CMSG_CANCEL_AUTO_REPEAT_SPELL	0x34E7	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/SpellHandler.cpp:362	parser present in wow-packet; represented parser/dispatch by #NEXT.R8.ENTITIES.825	crates/wow-world/src/handlers/spell.rs:handle_cancel_auto_repeat_spell	LoggedIn	PROCESS_INPLACE	#HANDLERS.TEST.003	represented-partial_auto_repeat_runtime_open
CMSG	CMSG_CANCEL_CAST	0x329F	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/SpellHandler.cpp:263	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/spell.rs:handle_cancel_cast	LoggedIn	PROCESS_THREADSAFE	#HANDLERS.TEST.003	rust_lacks_threadsafe_processing
CMSG	CMSG_CANCEL_CHANNELLING	0x326A	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/SpellHandler.cpp:374	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/spell.rs:handle_cancel_channelling	LoggedIn	PROCESS_INPLACE	#HANDLERS.TEST.003	-
CMSG	CMSG_CANCEL_GROWTH_AURA	0x326F	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/SpellHandler.cpp:331	parser present in wow-packet; represented parser/dispatch by #NEXT.R8.ENTITIES.825	crates/wow-world/src/handlers/spell.rs:handle_cancel_growth_aura	LoggedIn	PROCESS_INPLACE	#HANDLERS.TEST.003	represented-partial_aura_runtime_open
CMSG	CMSG_CANCEL_MASTER_LOOT_ROLL	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_CANCEL_MOD_SPEED_NO_CONTROL_AURAS	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/SpellHandler.cpp:349	missing opcode constant	missing dispatch/handler for HandleCancelModSpeedNoControlAuras	-	PROCESS_INPLACE	#HANDLERS.TEST.003	missing_rust_opcode_constant
